N	iters	algorithm	layout	dim	k	blockSize	shmSize	seed	totalTime	normalizedTime
2M	5	cuda_fused_regs	soa	4	16	256	48k	3	0.766808	0.0914107
2M	5	cuda_fused_regs	soa	4	16	256	48k	4	0.973183	0.116012
2M	5	cuda_fused_regs	soa	4	64	256	48k	1	1.00461	0.119759
2M	5	cuda_fused_regs	soa	4	64	256	48k	2	0.982052	0.11707
2M	5	cuda_fused_regs	soa	4	64	256	48k	3	1.00008	0.119219
2M	5	cuda_fused_regs	soa	4	64	256	48k	4	1.01063	0.120477
2M	5	cuda_fused_regs	soa	4	256	256	48k	1	1.41823	0.169066
2M	5	cuda_fused_regs	soa	4	256	256	48k	2	1.41696	0.168915
2M	5	cuda_fused_regs	soa	4	256	256	48k	3	1.41255	0.168389
2M	5	cuda_fused_regs	soa	4	256	256	48k	4	1.40964	0.168042
2M	5	cuda_fused_regs	soa	4	1024	256	48k	1	5.35595	0.638479
2M	5	cuda_fused_regs	soa	4	1024	256	48k	2	5.35677	0.638576
2M	5	cuda_fused_regs	soa	4	1024	256	48k	3	5.357	0.638605
2M	5	cuda_fused_regs	soa	4	1024	256	48k	4	5.35597	0.638482
2M	5	cuda_fused_regs	soa	4	4096	256	48k	1	20.8312	2.48327
2M	5	cuda_fused_regs	soa	4	4096	256	48k	2	20.861	2.48683
2M	5	cuda_fused_regs	soa	4	4096	256	48k	3	20.8327	2.48345
2M	5	cuda_fused_regs	soa	4	4096	256	48k	4	20.7943	2.47888
2M	5	cuda_fused_regs	soa	8	16	256	48k	1	1.0637	0.0634017
2M	5	cuda_fused_regs	soa	8	16	256	48k	2	0.810387	0.0483028
2M	5	cuda_fused_regs	soa	8	16	256	48k	3	0.886166	0.0528196
2M	5	cuda_fused_regs	soa	8	16	256	48k	4	0.841912	0.0501819
2M	5	cuda_fused_regs	soa	8	64	256	48k	1	1.09718	0.0653969
2M	5	cuda_fused_regs	soa	8	64	256	48k	2	1.11317	0.06635
2M	5	cuda_fused_regs	soa	8	64	256	48k	3	1.11987	0.0667493
2M	5	cuda_fused_regs	soa	8	64	256	48k	4	1.08724	0.0648048
2M	5	cuda_fused_regs	soa	8	256	256	48k	1	1.98692	0.11843
2M	5	cuda_fused_regs	soa	8	256	256	48k	2	1.99073	0.118657
2M	5	cuda_fused_regs	soa	8	256	256	48k	3	1.98349	0.118225
2M	5	cuda_fused_regs	soa	8	256	256	48k	4	1.98324	0.11821
2M	5	cuda_fused_regs	soa	8	1024	256	48k	1	7.61254	0.453743
2M	5	cuda_fused_regs	soa	8	1024	256	48k	2	7.60998	0.45359
2M	5	cuda_fused_regs	soa	8	1024	256	48k	3	7.6017	0.453097
2M	5	cuda_fused_regs	soa	8	1024	256	48k	4	7.61067	0.453631
2M	5	cuda_fused_regs	soa	8	4096	256	48k	1	30.4142	1.81283
2M	5	cuda_fused_regs	soa	8	4096	256	48k	2	30.6706	1.82811
2M	5	cuda_fused_regs	soa	8	4096	256	48k	3	30.3255	1.80754
2M	5	cuda_fused_regs	soa	8	4096	256	48k	4	30.4532	1.81515
2M	5	cuda_fused_regs	soa	16	16	256	48k	1	1.12673	0.0335792
2M	5	cuda_fused_regs	soa	16	16	256	48k	2	1.26604	0.037731
2M	5	cuda_fused_regs	soa	16	16	256	48k	3	1.3487	0.0401945
2M	5	cuda_fused_regs	soa	16	16	256	48k	4	1.15796	0.0345099
2M	5	cuda_fused_regs	soa	16	64	256	48k	1	1.6567	0.0493734
2M	5	cuda_fused_regs	soa	16	64	256	48k	2	1.63217	0.0486425
2M	5	cuda_fused_regs	soa	16	64	256	48k	3	1.64685	0.04908
2M	5	cuda_fused_regs	soa	16	64	256	48k	4	1.60199	0.0477431
2M	5	cuda_fused_regs	soa	16	256	256	48k	1	3.89732	0.116149
2M	5	cuda_fused_regs	soa	16	256	256	48k	2	3.89632	0.116119
2M	5	cuda_fused_regs	soa	16	256	256	48k	3	3.90034	0.116239
2M	5	cuda_fused_regs	soa	16	256	256	48k	4	3.8985	0.116184
2M	5	cuda_fused_regs	soa	16	1024	256	48k	1	13.2918	0.396125
2M	5	cuda_fused_regs	soa	16	1024	256	48k	2	13.0473	0.38884
2M	5	cuda_fused_regs	soa	16	1024	256	48k	3	12.8923	0.38422
2M	5	cuda_fused_regs	soa	16	1024	256	48k	4	12.7913	0.38121
2M	5	cuda_fused_regs	soa	16	4096	256	48k	1	51.5208	1.53544
2M	5	cuda_fused_regs	soa	16	4096	256	48k	2	51.4694	1.53391
2M	5	cuda_fused_regs	soa	16	4096	256	48k	3	51.5365	1.53591
2M	5	cuda_fused_regs	soa	16	4096	256	48k	4	51.5324	1.53578
2M	5	cuda_fused_regs	soa	32	16	256	48k	1	1.74451	0.0259953
2M	5	cuda_fused_regs	soa	32	16	256	48k	2	1.64735	0.0245475
2M	5	cuda_fused_regs	soa	32	16	256	48k	3	1.85307	0.0276129
2M	5	cuda_fused_regs	soa	32	16	256	48k	4	1.66323	0.0247841
2M	5	cuda_fused_regs	soa	32	64	256	48k	1	2.42248	0.0360978
2M	5	cuda_fused_regs	soa	32	64	256	48k	2	2.73331	0.0407295
2M	5	cuda_fused_regs	soa	32	64	256	48k	3	2.76326	0.0411757
2M	5	cuda_fused_regs	soa	32	64	256	48k	4	2.7686	0.0412554
2M	5	cuda_fused_regs	soa	32	256	256	48k	1	7.21415	0.107499
2M	5	cuda_fused_regs	soa	32	256	256	48k	2	7.22267	0.107626
2M	5	cuda_fused_regs	soa	32	256	256	48k	3	7.05542	0.105134
2M	5	cuda_fused_regs	soa	32	256	256	48k	4	6.73493	0.100358
2M	5	cuda_fused_regs	soa	32	1024	256	48k	1	25.4358	0.379023
2M	5	cuda_fused_regs	soa	32	1024	256	48k	2	25.6237	0.381823
2M	5	cuda_fused_regs	soa	32	1024	256	48k	3	25.6213	0.381787
2M	5	cuda_fused_regs	soa	32	1024	256	48k	4	25.6049	0.381542
2M	5	cuda_fused_regs	soa	32	4096	256	48k	1	98.8132	1.47243
2M	5	cuda_fused_regs	soa	32	4096	256	48k	2	98.7986	1.47221
2M	5	cuda_fused_regs	soa	32	4096	256	48k	3	98.9047	1.4738
2M	5	cuda_fused_regs	soa	32	4096	256	48k	4	98.9579	1.47459
4M	5	cuda_fused_regs	soa	64	16	256	48k	1	9.27996	0.0345705
4M	5	cuda_fused_regs	soa	64	16	256	48k	2	7.61606	0.0283721
4M	5	cuda_fused_regs	soa	64	16	256	48k	3	7.92122	0.0295088
4M	5	cuda_fused_regs	soa	64	16	256	48k	4	7.86407	0.029296
4M	5	cuda_fused_regs	soa	64	64	256	48k	1	9.43098	0.0351331
4M	5	cuda_fused_regs	soa	64	64	256	48k	2	8.77447	0.0326874
4M	5	cuda_fused_regs	soa	64	64	256	48k	3	8.77719	0.0326976
4M	5	cuda_fused_regs	soa	64	64	256	48k	4	8.78038	0.0327095
4M	5	cuda_fused_regs	soa	64	256	256	48k	1	28.2541	0.105255
4M	5	cuda_fused_regs	soa	64	256	256	48k	2	26.5929	0.0990663
4M	5	cuda_fused_regs	soa	64	256	256	48k	3	26.555	0.0989252
4M	5	cuda_fused_regs	soa	64	256	256	48k	4	26.5616	0.0989496
4M	5	cuda_fused_regs	soa	64	1024	256	48k	1	98.0957	0.365435
4M	5	cuda_fused_regs	soa	64	1024	256	48k	2	98.2021	0.365831
4M	5	cuda_fused_regs	soa	64	1024	256	48k	3	98.2552	0.366029
4M	5	cuda_fused_regs	soa	64	1024	256	48k	4	98.1925	0.365796
4M	5	cuda_fused_regs	soa	64	4096	256	48k	1	379.354	1.41321
4M	5	cuda_fused_regs	soa	64	4096	256	48k	2	379.483	1.41368
4M	5	cuda_fused_regs	soa	64	4096	256	48k	3	379.595	1.4141
4M	5	cuda_fused_regs	soa	64	4096	256	48k	4	383.994	1.43049
2M	5	cuda_fused_regs	soa	128	16	256	48k	1	6.61168	0.0246304
2M	5	cuda_fused_regs	soa	128	16	256	48k	2	7.70389	0.0286992
2M	5	cuda_fused_regs	soa	128	16	256	48k	3	8.62843	0.0321434
2M	5	cuda_fused_regs	soa	128	16	256	48k	4	8.28419	0.030861
2M	5	cuda_fused_regs	soa	128	64	256	48k	1	11.3282	0.0422009
2M	5	cuda_fused_regs	soa	128	64	256	48k	2	10.7805	0.0401604
2M	5	cuda_fused_regs	soa	128	64	256	48k	3	12.7496	0.0474959
2M	5	cuda_fused_regs	soa	128	64	256	48k	4	11.6907	0.0435512
2M	5	cuda_fused_regs	soa	128	256	256	48k	1	38.7423	0.144326
2M	5	cuda_fused_regs	soa	128	256	256	48k	2	35.4421	0.132032
2M	5	cuda_fused_regs	soa	128	256	256	48k	3	35.2735	0.131404
2M	5	cuda_fused_regs	soa	128	256	256	48k	4	39.6228	0.147606
2M	5	cuda_fused_regs	soa	128	1024	256	48k	1	138.129	0.514571
2M	5	cuda_fused_regs	soa	128	1024	256	48k	2	134.009	0.499224
2M	5	cuda_fused_regs	soa	128	1024	256	48k	3	133.889	0.498776
2M	5	cuda_fused_regs	soa	128	1024	256	48k	4	137.532	0.512346
2M	5	cuda_fused_regs	soa	128	4096	256	48k	1	520.336	1.9384
2M	5	cuda_fused_regs	soa	128	4096	256	48k	2	526.48	1.96129
2M	5	cuda_fused_regs	soa	128	4096	256	48k	3	519.693	1.93601
2M	5	cuda_fused_regs	soa	128	4096	256	48k	4	521.002	1.94089
